id,production_date,car_model,car_color,part_id,part_color,part_material,plant_location,temperature,humidity,pressure
cb7b0171-5663-46cb-9f28-e6b7801784e9,5/23/2021,Expedition,Indigo,6168615067,#8cdda9,Plastic,China,35.5,,1.9832
9115cd4d-63a4-47a5-8394-09d28b7f3514,5/29/2021,Maxima,Turquoise,7287708833,#25f17c,Glass,China,76.7,2.47,1.7999
a5ea1284-daeb-49db-a415-a529b8e1e375,5/28/2021,850,Mauv,3212828072,#b96c4d,Steel,China,45.1,75.23,1.2077
fda6684d-731e-4c2e-bd5c-19e53652a769,5/12/2021,Stratus,Crimson,4787469762,#dc9bf6,Steel,China,36.7,11.59,1.3501
18227525-7bdb-47cd-aba2-ccbf725b14a3,5/17/2021,XG300,Aquamarine,3910598544,#dc5c0d,Rubber,China,13.6,98.86,1.9893
a97fc58b-7ebd-4561-a1b5-cba819a44461,5/23/2021,Xterra,Goldenrod,2911892488,#0f69f7,Plexiglass,China,48.9,3.6,1.4226
520b2969-2189-4127-b57e-8fda5ecc32a6,5/12/2021,SL-Class,Orange,8049195872,#1d8408,Aluminum,China,68.9,51.62,1.9246
02e096f5-9fb8-4695-91d3-22edf33cbfe3,5/21/2021,LHS,Maroon,5216796762,#9505f8,Rubber,China,91.7,98.98,
69e4f8ef-6bf4-4226-a42e-0d967e05239f,5/28/2021,7 Series,Purple,3389087621,#416a81,Rubber,China,28.2,61.5,1.4236
b592b7e7-59d0-47ac-8352-96c2bcd595ba,5/3/2021,Wrangler,Aquamarine,7229509696,#5e2f47,Stone,China,2.9,70.51,1.57
e9fb3d4d-389c-4361-9744-a027723b7f4b,5/8/2021,Voyager,Indigo,3036993118,#720370,Wood,China,83.6,,1.5994
44649183-e553-4206-9959-30eca6085028,5/19/2021,Taurus,Aquamarine,0512970777,#88bc4b,Wood,China,16.9,27.34,1.4063
a09e1f82-fc90-45aa-be8b-a204cf553687,5/28/2021,Legacy,Blue,4207980393,#9ea0c8,Vinyl,China,113.5,8.72,1.229
f283e5b5-fb8c-48e1-a875-14c20f587236,5/29/2021,Amanti,Goldenrod,2593627077,#efe86a,Wood,Portugal,113.7,62.88,1.9302
9128cdcb-dad4-434a-ad26-6713cdf79765,5/17/2021,Tribute,Purple,7790811053,#c0d518,Wood,China,71.5,13.54,1.252
e0bb9778-a00d-4a0a-9460-1c83907726e4,5/2/2021,Challenger,Violet,5083664968,#9959db,Rubber,China,33.9,6.38,1.3811
ab36a741-62c9-4bab-a763-103b17815bb5,5/27/2021,Rio,Orange,5837320997,#9545bd,Rubber,China,14.2,,1.0902
bed33f85-f72d-4eb5-b57e-15dca3679a06,5/7/2021,Discovery,Mauv,3862056015,#7abe52,Granite,United States,57.8,81.46,1.3753
12981256-7179-4d7c-a5ef-eac098ae5fde,5/8/2021,H2,Puce,8082875291,#b736e6,Stone,China,95.4,42.99,1.4506
3a748200-b76b-456c-9905-4ed7eaa4464c,5/17/2021,S80,Green,4180330792,#54a4dd,Glass,China,35.8,79.5,1.528
04ed7203-33fe-49e2-beaf-93fb5a07a0f3,5/21/2021,Continental,Red,6400566910,#396b0e,Wood,China,26.8,37.49,1.4844
74794f13-d144-4c27-9470-3abb784862af,5/16/2021,Colt,Turquoise,5103287781,#637ec7,Vinyl,Portugal,89.4,60.0,1.1415
c92a8cc5-d97f-40fe-828c-b1f56e1058f8,5/18/2021,90,Aquamarine,6887195437,#fcf335,Steel,China,95.0,53.67,1.7549
4820ae75-d64a-478e-a26a-78eadb8fddf7,5/23/2021,Econoline E150,Turquoise,9198641689,#fd3bfd,Stone,United States,56.7,5.21,1.8116
3169d3d2-cc86-4903-9eb7-a04627147bc1,5/29/2021,LX,Purple,3111674622,#12ab94,Granite,Portugal,87.0,70.09,
3f6792be-76a9-426b-92c3-bc045cb61aff,5/17/2021,Ram 1500,Green,1813523088,#75b0b2,Aluminum,China,108.3,94.29,1.3336
9ca4c771-30da-4a1e-9db1-6086e613f6ee,5/12/2021,Ram 2500,Turquoise,3322798518,#4a84a4,Glass,China,51.1,44.98,1.3221
0c317dda-e753-43b3-b432-bce28a5a8661,5/8/2021,M,Turquoise,8451219446,#f47f1b,Rubber,China,,41.78,1.9481
