id,production_date,car_model,car_color,part_id,part_color,part_material,plant_location,temperature,humidity,pressure
c19e4940-5fc1-4e85-99ae-8885b0a9f5e9,4/14/2021,Stratus,Khaki,2610853475,#6010f0,Brass,China,81.5,67.87,1.929
55b7cea4-b326-4e03-8c6d-719fe19fd174,4/18/2021,VUE,Orange,9031171166,#0ce98c,Steel,China,52.3,95.48,
a83606ab-d3a8-42e9-a5f2-ec38ac9f60fd,4/22/2021,Avalon,Teal,1479059625,#31399c,Aluminum,United States,101.1,42.06,1.9388
63f55821-493e-454f-bdde-fa843ca5a0f1,4/11/2021,X-Type,Yellow,2140904931,#32028e,Aluminum,China,39.2,44.66,1.0454
b9d290f9-0b0c-4c49-9aa1-b2fab8c50c11,4/16/2021,Grand Cherokee,Turquoise,5523396419,#80e820,Stone,China,8.3,93.47,1.56
991c99fd-cdf9-4844-8c31-072e5a1791aa,4/22/2021,Altima,Mauv,8215040004,#b93ba2,Stone,Mexico,15.6,67.18,1.5606
3e4961de-65d2-410c-9ab7-796e4cf8b450,4/18/2021,SLX,Goldenrod,1106633571,#4ec563,Glass,China,66.8,92.44,1.2632
5d05d804-4efe-4fd3-92c9-fc3f34e24103,4/27/2021,GX,Teal,4116244139,#cec9f4,Plexiglass,China,65.2,27.67,1.147
5f6279c5-5f61-4782-b029-0a431556bd4a,4/23/2021,Express 3500,Indigo,8592118794,#3200db,Steel,China,28.7,54.06,1.4412
15bb56ef-6ae8-46f8-8dba-2b584d7f2c80,4/17/2021,F-Series Super Duty,Indigo,1069325791,#7f71bb,Steel,China,51.0,26.77,1.1378
dfe4f44c-c827-4aea-afb8-298aa3d214ad,4/27/2021,Savana 3500,Red,1138166014,#0e4610,Granite,Mexico,56.2,58.4,1.2428
b7e184ed-18e6-442b-99c9-a1f4a8f97b8b,4/23/2021,Aurora,Turquoise,1590907124,#aa72ef,Plexiglass,China,82.5,56.17,1.7315
3af1fa7c-9c3a-4288-818c-ee13cdd9aa25,4/16/2021,XJ,Blue,3063914002,#d7c182,Granite,United States,89.4,74.59,1.5926
4e50264a-973b-4629-80b1-afc8898888fe,4/1/2021,A6,Khaki,3385993601,#9243eb,Rubber,Portugal,102.2,92.73,
2c73959a-5313-4cc8-bccc-c73c5d5f2ef2,4/14/2021,Compass,Purple,2550194705,#462d22,Vinyl,China,45.9,42.54,1.1135
b3dbe14a-e515-4534-a19a-7ad94e5a2356,4/18/2021,Veracruz,Puce,9711588064,#67620d,Stone,China,15.4,95.91,1.8527
95ac2b61-cba4-40c0-9293-86e227e0f7b4,4/17/2021,Lynx,Pink,0660915375,#62f2a1,Wood,China,99.3,64.41,1.6902
43956c1b-c172-4493-bca6-50c59318fe66,4/17/2021,F450,Teal,6232182421,#8c0087,Steel,China,38.1,63.82,1.2014
8abce54f-69d6-4c93-984f-28afeeedd854,4/17/2021,Grand Cherokee,Indigo,5756979662,#0e774d,Wood,Mexico,110.4,40.61,
b5071ec1-7cda-4ab6-a47b-0abe7c03638d,4/4/2021,Avalanche,Purple,1739981693,#091557,Brass,China,31.3,80.93,1.9863
f06105d3-ff3f-48b6-bf9b-01336e3838d4,4/2/2021,X-Type,Violet,1333156936,#4b3265,Aluminum,Portugal,51.2,97.96,1.7807
6b185694-f3df-46bb-bde5-29454acdcfd7,4/5/2021,ES,Teal,6059634427,#98bfe7,Stone,China,52.3,43.29,
7a97900e-2c7e-4af3-aaf4-8784cac3ae62,4/22/2021,Corolla,Green,9007364243,#365b73,Vinyl,China,48.0,74.46,1.0028
68ebcb46-3d49-4211-bd87-cf2b20e003e5,4/29/2021,Spectra,Pink,6295735223,#9aa490,Wood,China,119.1,31.04,1.2337
ceac4523-f1e6-437d-9701-2ce774989a02,4/15/2021,Rio,Goldenrod,2986779840,#9fac22,Wood,Portugal,58.1,9.68,1.2657
c385c33c-f587-42c8-9af5-eb8b32e04f1e,4/23/2021,3500,Yellow,9086327036,#8e9471,Aluminum,China,12.2,41.1,1.8184
9167e5d8-d50c-4f3b-a7d5-699e8b5a28b2,4/24/2021,Sidekick,Turquoise,2876917211,#d01f83,Aluminum,China,,64.27,1.1518
af4c69d7-8542-40fb-82d7-8ad95c4fae43,4/7/2021,Sebring,Crimson,9544472681,#f95203,Plexiglass,Portugal,8.5,38.54,1.2741
fb7105e0-fc38-4633-a095-a20bebe93014,4/8/2021,Bonneville,Violet,8657871653,#088a88,Rubber,China,7.5,18.64,1.9227
96c9b2c8-a13c-4920-928a-a5e1b356d151,4/12/2021,Sonoma,Teal,6308806846,#28212d,Wood,Portugal,61.3,34.73,1.7036
1c4548b6-5495-4120-aa3b-c5a8421457e9,4/16/2021,Freestar,Maroon,8937724812,#6c73e6,Brass,China,19.1,69.0,1.9643
f291445d-4beb-4cb9-8eda-8cc10c050723,4/27/2021,Mustang,Indigo,2963579624,#d73021,Glass,China,78.0,5.84,1.6747
f2cfa52d-bf65-4b82-9e92-d10dc4ae9de6,4/5/2021,Frontier,Maroon,8663866429,#8e6705,Plexiglass,Portugal,1.8,95.08,1.6522
6359f663-16a4-4ea7-9981-feb2a0041ea9,4/16/2021,Ciera,Khaki,4439554792,#1381e8,Rubber,Mexico,65.8,70.49,1.1108
bb081d03-8a0f-43c0-b999-4c83df630b1f,4/27/2021,Intrepid,Pink,2198391619,#1741e0,Plastic,China,51.4,32.82,1.4443
a2e47738-22c6-4bc2-acfb-8589514bb6cd,4/1/2021,Camry,Green,9546749540,#13574e,Brass,China,85.8,54.13,1.0951
123c7d17-3e0a-435f-be46-e6f1e0b42d2c,4/10/2021,Blazer,Puce,5332769997,#16d0e0,Brass,Portugal,117.0,46.65,1.5788
7a017e9e-44ed-4f24-99ad-b54ec74c7882,4/4/2021,Tahoe,Blue,4107461777,#606152,Vinyl,China,43.8,22.84,
fb397f4b-f190-45f5-8cde-2e4798b9e566,4/9/2021,Accent,Teal,8212284468,#cab378,Brass,China,59.3,30.96,1.245
a1ecf9b5-e73b-445a-89e3-a657cef11876,4/27/2021,M5,Fuscia,2063191034,#0f3682,Granite,Portugal,101.8,57.93,1.4454
9e2e5e48-b7f6-406d-a791-219f85d63437,4/1/2021,RAV4,Purple,9812366423,#5a97fd,Wood,China,78.8,50.6,1.8688
9480b207-127a-40e1-9a4b-67160189e12a,4/12/2021,CTS,Turquoise,9098985130,#8b9c35,Wood,Portugal,74.8,57.2,1.022
0cd210a9-1c6f-40f9-945e-5d55054ff526,4/5/2021,Jimmy,Fuscia,1055611444,#d05058,Aluminum,China,,14.27,1.0375
