id,production_date,car_model,car_color,part_id,part_color,part_material,plant_location,temperature,humidity,pressure
eafe906d-eca7-45b8-90aa-82509f22512e,3/11/2021,Optima,Goldenrod,1814566104,#c2ba3f,Steel,United States,50.0,12.01,1.2022
8f93cfcc-e261-43f2-a519-840c78027008,3/1/2021,LeSabre,Aquamarine,9133637210,#db0eb8,Vinyl,China,19.7,18.11,1.9447
01893487-c303-4ba4-be5e-771a0046a74b,3/23/2021,Pathfinder,Maroon,6421107109,#bc36e9,Steel,China,49.9,87.3,1.2245
16c24b0b-fc9b-4076-b6b0-d7a5e2d4c124,3/18/2021,Voyager,Goldenrod,3155190515,#a2e4be,Vinyl,China,115.3,70.88,1.6197
acba7a2f-ef08-4f07-b9f2-5afca7958325,3/15/2021,RX,Maroon,7170052997,#0ca5b9,Rubber,Germany,113.6,27.95,1.6091
0564413d-ae9e-498b-b11d-fa6a7b57a9ba,3/1/2021,Cherokee,Pink,7435416061,#d126f6,Plexiglass,China,68.6,56.35,1.3497
b00c56e7-e14b-4efe-87a6-0923fbe75956,3/2/2021,Avenger,Orange,5194117256,#4c57a3,Brass,China,108.7,90.31,1.7977
a00cdd9e-485c-4cb5-b2f8-7429363a0522,3/4/2021,RAV4,Aquamarine,1091306621,#046506,Vinyl,Portugal,54.7,38.95,1.0581
f774dcf6-3a46-479b-b036-4cc0dab1f4b2,3/18/2021,Legacy,Pink,6369529540,#c03c4e,Rubber,China,42.7,79.07,1.085
891bd7c2-7296-4332-869d-6027b1b10f15,3/17/2021,Tahoe,Pink,5920112735,#643a56,Vinyl,United States,110.7,22.15,1.5441
4d373f29-01b5-4251-a5be-ed77ad1ffbac,3/26/2021,E-Class,Teal,2798040760,#cc21ce,Steel,China,24.3,68.28,1.9842
413e5009-ef3f-4be2-a171-b1bf5f200a42,3/16/2021,Quest,Pink,6206762343,#92d8b4,Vinyl,China,43.9,63.54,1.0231
36f0065e-12da-4553-98a8-96fbace9022b,3/10/2021,ES,Orange,7478807941,#7a395a,Granite,United States,35.3,53.61,1.1377
646267f5-3e89-4d41-ba6e-f0acac3a8986,3/11/2021,88,Indigo,7572733476,#7acb4c,Steel,China,39.7,60.51,1.9869
76db9894-7a35-4b70-88da-c87164580ffc,3/12/2021,Cirrus,Purple,0027487989,#493ee6,Plexiglass,China,99.1,58.74,1.6481
be36df54-67ef-4c92-8664-cd401add9062,3/4/2021,S6,Pink,8162541098,#1ad89d,Glass,China,52.8,26.37,1.6587
0f079691-9f25-4e41-9376-697cad0b9d88,3/17/2021,Park Avenue,Violet,4632887366,#c0ab5b,Steel,China,14.5,,1.0573
f9e80105-1325-412a-b2ba-337770ce3ff0,3/28/2021,Town & Country,Blue,1369118546,#219cde,Rubber,Mexico,42.9,40.68,1.2732
bab7ba0e-7714-40bc-bb43-a5359f12110f,3/12/2021,Bronco,Maroon,4546538359,#8aaf82,Steel,Portugal,10.6,44.04,1.735
eba3a917-0982-4a5c-830b-c818e5a6ac29,3/11/2021,Countach,Blue,8421102885,#3a9ef9,Plastic,China,115.0,40.24,
64753daf-89b3-4c31-bf7c-c00e5be009c1,3/20/2021,Odyssey,Red,1775944786,#570114,Wood,China,54.8,6.92,1.0392
681ef893-0a66-4d96-b815-b253aa80170b,3/23/2021,Biturbo,Goldenrod,9712802973,#39a07c,Plastic,China,73.0,,1.7112
78b45ee8-97e4-488b-b233-e5c36be78e86,3/1/2021,F-Series,Goldenrod,4683751992,#263b19,Brass,China,42.8,74.31,1.9915
0222fac6-0418-41c8-9a9b-1df71c5ecbe5,3/16/2021,Econoline E350,Red,1932729399,#5f3a67,Rubber,China,87.9,96.12,
29b785ac-953a-4a45-9f7e-1ffc35baf185,3/29/2021,ES,Goldenrod,8443790822,#7f7753,Stone,China,109.9,31.64,1.7656
bfa719b4-16c8-465d-b8ad-99a7cbde7200,3/24/2021,Excursion,Purple,1656551411,#93e200,Granite,China,84.5,93.45,1.061
b9490626-a1e5-4ec1-bd10-f9231b53c923,3/20/2021,Corvette,Red,9614203188,#3aa6bf,Stone,China,114.8,19.11,1.4326
ce549828-015b-4917-9363-d7084e2af718,3/26/2021,LeMans,Red,0135230640,#547532,Wood,China,111.4,23.72,1.1386
0f83d8cd-9f00-4453-9327-f7d0f80a62b4,3/20/2021,Durango,Pink,4998939610,#a3b980,Plexiglass,China,15.4,35.65,1.9504
a3131f63-b940-4878-9668-c0f5e598beda,3/28/2021,Forenza,Goldenrod,5553954673,#2c6351,Plastic,China,32.6,87.6,1.7596
b49b5595-bc12-488c-87ee-fa72be9c1d6c,3/15/2021,Elantra,Pink,5092235373,#783b65,Glass,China,26.9,33.78,1.9664
ca5639db-44ac-4bb3-a9a4-6df440e094b9,3/18/2021,G-Series 3500,Mauv,9424282095,#db77cc,Granite,China,106.4,,1.2446
787b5d6e-0b09-42a0-aab7-3f57d7abe182,3/15/2021,Elantra,Green,1176804669,#035185,Steel,China,104.2,76.73,1.1646
87da5728-2588-4e3b-99b9-ae9a1b4fc825,3/11/2021,rio,Blue,9854961079,#5eaa34,Stone,China,40.9,50.36,1.4461
6ed81f08-2f59-40d6-ab08-4b0d9dba3007,3/17/2021,Colorado,Maroon,1629203203,#726691,Aluminum,China,26.0,4.65,1.1736
7a840ca9-6038-4fd4-a041-b29004bdc6d5,3/20/2021,Daewoo Kalos,Crimson,1673694217,#958b12,Vinyl,Portugal,107.1,88.33,1.8162
7248de03-f9f8-414d-a289-3736489325be,3/9/2021,8 Series,Mauv,7713012133,#67c3af,Vinyl,China,38.5,19.16,1.2236
515b9790-045c-455b-a358-0727869c624d,3/6/2021,CTS,Indigo,5699824391,#85755a,Rubber,China,20.2,6.78,1.9392
eba1c6b7-7dc1-492d-8266-d05ebe9d5e3b,3/4/2021,Tercel,Yellow,0653024185,#290857,Granite,China,71.8,36.78,1.1849
4a82d23a-54da-4dea-b1db-2f5e80b6c39a,3/14/2021,Z4,Teal,9094512092,#3023a2,Brass,China,50.5,24.01,1.7477
9af0fa18-a3c3-4782-8f4e-69382908a78f,3/10/2021,Silverado 2500,Mauv,7354240338,#ff18c9,Plastic,China,87.1,23.84,1.6115
40515467-65b9-4077-b31a-02c01eb91e80,3/6/2021,Grand Cherokee,Turquoise,1784419273,#f6cc1f,Rubber,China,75.7,38.94,1.5629
2cec539f-8e94-4c38-a33c-50cbf7ecb5b5,3/17/2021,Blazer,Mauv,0809587750,#4fd6a4,Plexiglass,China,82.3,4.95,1.3963
efbe3acc-deb2-400d-80a7-34af2dba2f82,3/24/2021,Galant,Orange,0818301465,#350067,Glass,China,72.9,8.34,1.5854
51b4b690-2603-47a1-b005-77adf970bcbf,3/28/2021,Jetta,Violet,2998882382,#941f8a,Plexiglass,Portugal,24.8,81.95,1.2898
3b289abd-11d3-4bf9-ada7-72fb04ad3e27,3/20/2021,I,Red,3335141156,#3e1493,Wood,China,47.8,22.41,1.8936
f9e5b6d3-e299-4128-8965-d82b367bec78,3/23/2021,L-Series,Puce,9247383870,#0b433c,Rubber,China,45.3,17.99,1.1293
fc0f1001-c1b0-434a-8ad3-4cd53d436111,3/20/2021,GS,Pink,7220491417,#518026,Aluminum,Portugal,103.7,41.16,1.2386
a6ed0180-c29f-47a5-86c1-d278280b4c5a,3/2/2021,Grand Prix,Indigo,1187410985,#78efe5,Granite,China,91.6,38.05,1.0342
d147ec48-7005-44d2-8207-d51ba04920df,3/29/2021,Bronco,Mauv,8902316262,#f0a8f8,Stone,China,62.4,4.55,1.6392
12d30ff0-97de-4c89-ab87-b107da8aa3b9,3/10/2021,Outback,Goldenrod,1030857342,#17ab67,Plastic,China,87.9,22.33,1.386
b266fa8f-2ca1-4868-bbcc-81222eadd742,3/11/2021,Leaf,Aquamarine,6182374217,#c77bf6,Wood,China,79.4,25.3,
f3186c1d-07ad-406a-aa67-e1a9d8b70743,3/19/2021,S2000,Orange,0855577223,#ac13f7,Granite,China,91.3,29.56,1.3868
cb8cc62d-7b2c-47d3-a046-a241bbb82cab,3/4/2021,LeMans,Pink,6530506977,#bec17e,Steel,China,30.0,71.13,1.8097
a44bf6cf-3d7b-45c4-93cd-1cf63d5144a9,3/29/2021,Mariner,Violet,7221999686,#a65d0b,Plastic,China,108.6,47.01,1.0286
432dff4e-e43f-4df2-b517-8c3d81bf113d,3/12/2021,Camry,Teal,1962510263,#f423ae,Plastic,United States,2.2,,1.7904
373fa34e-676e-463b-a76a-89696d36c7d2,3/28/2021,Biturbo,Maroon,8625035906,#449e98,Vinyl,China,68.3,93.24,1.3616
e9c03f9f-eebc-49a4-83c9-4e9d271e65dc,3/20/2021,Suburban 1500,Goldenrod,3904994794,#4a7227,Rubber,Mexico,76.0,14.93,1.8892
2dd0891c-c99b-4fd8-a96e-e7d2e60756e6,3/19/2021,350Z,Red,3383705625,#18690b,Glass,China,94.3,11.16,1.3537
19d09230-8a73-43e0-8b9e-061225ff7b9a,3/23/2021,Aerostar,Crimson,3691591876,#207e6d,Steel,China,53.7,14.52,1.6406
629b1388-fa30-4095-9420-0d46250734ce,3/1/2021,Maxima,Orange,1914311507,#80ce93,Steel,Portugal,1.3,3.42,1.321
76c3fa9d-7af5-4d58-82fa-d5a45501ed76,3/17/2021,Sedona,Teal,4611014509,#a3ab8e,Glass,China,27.9,21.5,1.8287
73ad8549-3e36-46ed-b7ef-d42d6c0c3c93,3/12/2021,Spectra,Pink,4409959735,#b072e2,Plexiglass,China,59.1,80.74,
f00370a7-e90e-4f91-9bb9-5729a94d872c,3/7/2021,R32,Turquoise,7103298963,#204f9e,Plexiglass,China,117.7,91.96,1.8384
c9633ea9-8677-4cc4-81a4-5cc854136df3,3/27/2021,Aveo,Orange,0932694195,#5f60df,Wood,China,35.8,63.04,
2edef811-3d6c-449b-9a55-5e5ad6cc4ec7,3/30/2021,Cirrus,Blue,4837970354,#27a20b,Aluminum,China,98.3,13.72,1.6324
b76020d1-2266-4507-8fb9-d7bf8f4c8598,3/19/2021,Venture,Maroon,5422841921,#ab9e03,Stone,China,52.6,,1.8345
c930a732-1708-48ef-9c01-d936d5690648,3/6/2021,Xterra,Aquamarine,2841349470,#58c274,Glass,China,12.5,78.13,1.4908
139962c4-6d3e-428b-a285-561eb944c15b,3/3/2021,Sierra 3500,Turquoise,0931381630,#741347,Vinyl,United States,1.4,53.74,1.4233
89002d6c-b8e9-44f4-a7de-028ed06dc5ba,3/4/2021,Bronco,Fuscia,2243119145,#0b496f,Plexiglass,China,3.3,43.05,1.0603
93a8f35f-2f2d-447d-8cd8-bf0c170e3dca,3/28/2021,Bronco II,Yellow,1854593978,#24b5f0,Wood,China,27.2,,1.4994
8b8b6a7d-f971-4595-86aa-043c2e695b64,3/6/2021,MX-5,Khaki,9660954603,#86bc12,Vinyl,China,85.7,46.37,1.1686
bb7183ae-62f0-4c6a-8b18-0324ba35af3e,3/16/2021,S6,Puce,7301887809,#eda703,Wood,Portugal,75.9,4.53,1.6768
ece967bd-ceea-49de-997d-cbb78b1a04a4,3/12/2021,Continental Mark VII,Turquoise,8716098781,#0ea489,Aluminum,China,43.8,81.92,1.7928
d7723879-b20e-4602-b32d-921af5eeb7af,3/9/2021,Celica,Yellow,9913045878,#3ff65d,Granite,United States,2.5,83.49,1.7634
226d7980-575a-4740-b553-605ed8c13a40,3/2/2021,Econoline E150,Purple,6078278096,#f4961d,Vinyl,China,,41.91,1.8402
958c960c-57f8-40e6-b88d-91cfec06ccfa,3/25/2021,Frontier,Maroon,7793686454,#25d01d,Glass,China,13.1,98.53,1.3649
da339f44-2a7d-41a6-8d3e-a8f32f4421fd,3/17/2021,C70,Orange,3444730640,#c30980,Plastic,China,92.5,47.81,1.978
4c10291a-3398-459a-a4b2-c5c6cb6311ba,3/3/2021,Estate,Violet,1500597171,#70f368,Glass,China,57.3,57.54,1.1063
987cd223-996b-45e6-a416-2f34db2c0009,3/21/2021,Rendezvous,Blue,5998733169,#1063b3,Aluminum,China,116.3,86.69,1.142
f7c813d7-5972-4989-8fdc-78d940e322d4,3/3/2021,Escort ZX2,Turquoise,1815655836,#1a7d58,Stone,China,68.7,79.98,1.8996
03770c4c-c00d-4ea6-ac69-8b95c62133f7,3/30/2021,7 Series,Violet,1685064973,#e0f204,Vinyl,China,58.9,3.51,1.8345
074b4c9b-ab80-42a0-8305-20b1c4ef13e8,3/2/2021,Excel,Goldenrod,1524828238,#b81913,Plastic,United States,33.4,36.93,
f15f70f8-9c78-4423-aa06-6051ee61bfc6,3/11/2021,Corolla,Yellow,4546142145,#6e0af5,Stone,China,65.8,31.73,1.3923
ef1e32bb-d3b8-43b1-a676-0c2fadda1e6a,3/3/2021,Capri,Maroon,8658293181,#2afeec,Plastic,China,119.4,20.08,1.3952
05bdbc16-d9c4-4dd5-adbe-94e23a88004f,3/8/2021,Fit,Indigo,7111433688,#f6c663,Brass,Portugal,42.3,3.52,1.4366
7d348a81-aa92-4a20-af2c-e9dc6bca7d25,3/8/2021,Dakota,Purple,5464529594,#69ad79,Granite,China,117.4,2.64,1.2881
fd8d9ef9-69a1-45c8-a6aa-5861986a99f1,3/20/2021,E150,Purple,9942274669,#3e0c54,Aluminum,China,108.0,79.2,1.4807
e6eb1e3f-6b79-4f7c-9f8e-f34cb0cdc843,3/13/2021,Chariot,Red,2473623090,#8eefb1,Plastic,China,97.9,82.2,1.8245
be1f08cf-ec4e-405c-aaca-3e0ff3961c9a,3/29/2021,Mazda5,Violet,6891056373,#c841b4,Brass,China,111.7,68.94,1.9025
4daa5432-1ea8-4c42-b098-15c0bf60bdbf,3/21/2021,Express 2500,Khaki,7625016072,#86293d,Steel,China,58.0,61.1,1.396
