id,production_date,car_model,car_color,part_id,part_color,part_material,plant_location,temperature,humidity,pressure
5f06a926-3905-47b1-9c2f-22a87be2e6e7,2/17/2021,Concorde,Violet,4329121654,#eb9443,Steel,United States,115.0,55.59,1.3461
f3eb9611-2eb5-4628-91ab-7aade7479074,2/24/2021,Tiburon,Crimson,2570729329,#3f40f8,Wood,China,74.8,57.83,1.8614
43680d57-f302-40b6-8548-cade3c480850,2/18/2021,Tercel,Maroon,1878048686,#f56e7b,Aluminum,Germany,60.2,34.52,1.9765
f012bdce-281b-4de5-a8a1-ad782ea2e691,2/13/2021,H2,Turquoise,4336202427,#84b52c,Aluminum,China,68.3,51.08,1.1339
ecd349b6-64a3-420d-8197-1b38e7cbf796,2/17/2021,F150,Crimson,1329793307,#68b674,Wood,China,16.4,52.82,1.5363
0f667ebc-1819-4db5-a2a4-971ce4ce3567,2/1/2021,Pathfinder,Crimson,1673440029,#5b1844,Brass,United States,36.4,90.49,1.1609
44ed96e5-f7ae-4a89-b4e2-dc27c19a85d1,2/4/2021,Q5,Purple,3388249075,#e112d7,Vinyl,China,108.8,30.38,1.1796
bfafcdd2-4da4-4aae-a70d-1f55b14a29be,2/25/2021,Caravan,Purple,3992373967,#5dc547,Plexiglass,China,69.2,45.58,1.3679
b7e134fd-8036-42d9-a331-f4de6298c4e4,2/10/2021,Cooper,Indigo,9048025346,#adf425,Stone,China,50.4,76.48,1.9606
692cb998-c961-464f-851c-35e5571804ed,2/18/2021,H1,Yellow,0274030667,#8abb3d,Glass,China,83.8,23.96,1.8892
dc97d531-d555-4c87-8bc5-8a566db567c3,2/21/2021,Baja,Goldenrod,3060922799,#9c628f,Plastic,United States,37.1,15.64,1.802
b45a832c-775d-4999-8823-7d5c6a60b609,2/11/2021,2500,Purple,0250531623,#d8651a,Brass,China,55.8,22.34,1.8208
32e98e9e-3c89-4d8a-8f97-e17d76b7a6f7,2/11/2021,Continental,Fuscia,4166107410,#a15a1b,Plastic,China,20.5,15.6,1.76
3020ae86-d6c5-4321-92e2-c7fbb7bc5b58,2/3/2021,XLR,Orange,2376462894,#7ebc90,Wood,China,34.0,64.79,1.9551
c9f9ca72-8c3e-4507-93ad-0f1c6c470bc2,2/3/2021,300E,Yellow,9194583102,#380f55,Plexiglass,China,,17.8,
78e13143-ad4c-48e0-a2be-be1fb24bf2e8,2/14/2021,G6,Pink,6706695637,#74ecc7,Granite,Mexico,111.4,97.72,1.488
a26f6497-1cf3-47f3-8c89-f34d2e809f56,2/23/2021,Outback,Teal,9415344326,#6543de,Glass,China,61.5,14.02,1.636
2e7f9979-1774-4774-ae2d-88d25723485f,2/1/2021,Sorento,Violet,7147803000,#cf9b2c,Steel,Portugal,22.4,96.18,1.1252
612637e1-9945-4d55-9239-6003955e2835,2/18/2021,928,Pink,2160592633,#8778a3,Glass,Portugal,21.5,11.35,1.3233
eff2de38-1358-40da-a25e-b5bbe82d3327,2/6/2021,Matrix,Purple,7579432986,#0bd70a,Plexiglass,China,75.7,45.66,1.7793
f4008b7c-2192-4eb4-92c3-89e17383d697,2/11/2021,RAV4,Khaki,9313632071,#9ae14d,Glass,China,103.8,,1.4568
3c39981b-0f91-41c5-a2e5-dd055ed19b8e,2/14/2021,Park Avenue,Goldenrod,8594164343,#3e7718,Steel,China,105.5,83.72,1.5904
14b2c07b-17d3-4c5b-98db-4dd86c7b6650,2/21/2021,Econoline E150,Aquamarine,2426946172,#39965a,Vinyl,China,75.0,15.27,1.5917
1669c725-a33d-4b8e-9228-f97140f9a763,2/6/2021,Crosstour,Violet,4549048727,#b07994,Wood,China,3.2,11.14,1.3218
fc879e7a-115e-42da-ac97-8053cfdfb975,2/14/2021,Kizashi,Turquoise,8937374838,#eb2b2f,Plastic,China,96.4,19.46,1.8038
f5023441-6f0f-4d8f-8101-5839357b639e,2/3/2021,I,Yellow,3931059049,#fa0836,Steel,Mexico,,77.37,1.1381
ed41c8d5-82fc-4c6f-bfbe-a01bb07c4d9a,2/8/2021,Grand Am,Teal,4261542528,#5c8117,Wood,China,77.0,4.92,1.7112
cc0fa9e6-b51d-40e9-95cc-0674dc877131,2/10/2021,Odyssey,Fuscia,6566666370,#9c79e4,Glass,China,62.4,6.11,1.7134
a81fb34e-0aea-49cf-a601-b6f1192f3707,2/2/2021,Grand Prix,Blue,2800650400,#48145b,Vinyl,China,114.3,98.53,1.8521
cffd8a51-31a1-4bcf-9313-1d8942bd3ed2,2/15/2021,Rally Wagon 2500,Yellow,1633157237,#f02455,Wood,United States,81.1,89.54,1.8986
3294fff1-7fdb-4620-aca3-c01a1cf8fbb6,2/22/2021,Tundra,Mauv,1397715502,#0b7a6e,Wood,China,92.2,87.94,1.2363
a8e65ad0-a28b-45fc-9caa-d80203649071,2/19/2021,G37,Turquoise,6052944781,#fe907c,Rubber,China,96.0,95.74,1.2245
f2881c85-85e5-4685-be86-d8ba1510ee62,2/13/2021,Liberty,Crimson,5185859776,#deb28e,Rubber,China,45.3,80.66,1.2446
c1124229-35b9-49d4-977e-34593affaa52,2/19/2021,Legend,Mauv,2111978302,#a6fdee,Plastic,China,38.5,78.77,1.582
361e85aa-7f62-488c-82f6-be81b1e83f24,2/1/2021,Sonoma Club Coupe,Turquoise,1245500589,#4c8c58,Brass,Mexico,88.9,65.09,1.0678
875e711c-48b6-495a-aae0-4ea12cea7900,2/3/2021,Yukon,Teal,4630409483,#e59975,Stone,Portugal,59.7,69.25,1.8718
